#name	chrom	txStart	name2
NM_001278682	chr18	3449410	TGIF1
NM_174886	chr18	3411924	TGIF1
NM_001278684	chr18	3449648	TGIF1
NM_001278686	chr18	3412853	TGIF1
NM_003244	chr18	3450169	TGIF1
NM_173211	chr18	3453771	TGIF1
NR_024101	chr18	3594111	DLGAP1-AS1
NR_119377	chr18	3603734	DLGAP1-AS2
NR_038895	chr18	3878179	DLGAP1-AS3
NR_106776	chr18	3885352	MIR6718
NR_102696	chr18	3962352	DLGAP1-AS4
NR_036489	chr18	4264601	DLGAP1-AS5
NM_001145194	chr18	5143671	AKAIN1
NR_026849	chr18	5236722	LINC00526
NM_001330553	chr18	5142909	AKAIN1
NM_001243702	chr18	5289017	ZBTB14
NM_001143823	chr18	5289017	ZBTB14
NM_003409	chr18	5289017	ZBTB14
NM_001243704	chr18	5289017	ZBTB14
NM_001080209	chr18	5890183	TMEM200C
NR_039772	chr18	5840693	MIR3976
NR_110765	chr18	6256742	L3MBTL4-AS1
NR_036205	chr18	6374359	MIR4317
NR_134645	chr18	6728925	LOC101927168
NM_001010000	chr18	6834431	ARHGAP28
NR_034100	chr18	6925472	LINC00668
NR_126040	chr18	6954675	LOC101927188
NM_001105581	chr18	7231136	LRRC30
NR_024419	chr18	8360817	LOC100192426
NM_001025300	chr18	8609442	RAB12
NR_120598	chr18	8695853	GACAT2
NM_021074	chr18	9102627	NDUFV2
NR_110771	chr18	9121262	NDUFV2-AS1
NR_110772	chr18	9121262	NDUFV2-AS1
NM_020648	chr18	9334764	TWSG1
NM_006788	chr18	9475529	RALBP1
NR_110773	chr18	9614804	PPP4R1-AS1
NR_110774	chr18	9615261	PPP4R1-AS1
NM_032243	chr18	9885722	TXNDC2
NM_003574	chr18	9913954	VAPA
NM_194434	chr18	9913954	VAPA
NM_001098529	chr18	9885722	TXNDC2
NR_110775	chr18	10405129	LINC01254
NM_003826	chr18	10525872	NAPG
NR_110777	chr18	10661929	LOC101927410
NR_106846	chr18	10759581	MIR6788
NR_110779	chr18	11488568	LINC01255
NR_110778	chr18	11490046	LINC01255
NR_106975	chr18	11654883	MIR7153
NM_001282300	chr18	11609556	SLC35G4
NM_023075	chr18	11883471	MPPE1
NM_001242904	chr18	11883471	MPPE1
NM_001261444	chr18	11857436	GNAL
NR_040243	chr18	11883471	MPPE1
NR_040241	chr18	11883471	MPPE1
NM_020412	chr18	11851388	CHMP1B
NR_040242	chr18	11883470	MPPE1
NM_001319154	chr18	11883470	MPPE1
NM_001330563	chr18	11883470	MPPE1
NM_014214	chr18	11981426	IMPA2
NM_001277333	chr18	12093847	ANKRD62
NM_001279	chr18	12254317	CIDEA
NM_001318383	chr18	12254359	CIDEA
NR_134607	chr18	12254359	CIDEA
NR_049896	chr18	12200777	C18orf61
NR_136514	chr18	12432772	LOC105371998
NM_001142405	chr18	12407894	PRELID3A
NM_006553	chr18	12407894	PRELID3A
NM_001142406	chr18	12420187	PRELID3A
NM_006796	chr18	12328942	AFG3L2
NR_073537	chr18	12661954	CEP76
NM_001271989	chr18	12672625	CEP76
NM_024899	chr18	12672625	CEP76
NR_110763	chr18	12739484	LINC01882
NM_001308287	chr18	12792300	PTPN2
NR_049822	chr18	13459945	MIR5190
NR_040031	chr18	13419497	LDLRAD4-AS1
NR_039752	chr18	13611112	MIR4526
NM_001098801	chr18	13663345	FAM210A
NM_001276251	chr18	13641756	LDLRAD4
NM_152352	chr18	13663345	FAM210A
NM_005913	chr18	13825542	MC5R
NR_033354	chr18	14075988	ZNF519
NM_145287	chr18	14099941	ZNF519
NR_040113	chr18	14179095	ANKRD20A5P
NR_026756	chr18	14337421	CYP4F35P
NR_134878	chr18	14507348	POTEC
NR_024076	chr18	14477953	CXADRP3
NM_001137671	chr18	14511736	POTEC
NR_036153	chr18	14830164	MIR3156-2
NR_104164	chr18	14946265	LINC01443
NR_110783	chr18	14969605	LINC01444
NR_027417	chr18	15313554	LOC644669
NM_001291916	chr18	19192229	SNRPD1
NM_006938	chr18	19192229	SNRPD1
NM_001308257	chr18	19230857	ABHD3
NR_031565	chr18	19263470	MIR320C1
NR_110369	chr18	19405439	MIR133A1HG
NR_029675	chr18	19405658	MIR133A1
NR_029662	chr18	19408964	MIR1-2
NM_005257	chr18	19749397	GATA6
NR_102763	chr18	19746858	GATA6-AS1
NM_172241	chr18	19993563	CTAGE1
NR_039895	chr18	20513311	MIR4741
NM_001256438	chr18	20714527	CABLES1
NR_023359	chr18	20714527	CABLES1
NM_001100619	chr18	20715726	CABLES1
NM_138375	chr18	20735788	CABLES1
NM_001348193	chr18	21033184	RIOK3
NM_003831	chr18	21033184	RIOK3
NR_145477	chr18	21033184	RIOK3
NM_000271	chr18	21111462	NPC1
NM_001302996	chr18	21269406	LAMA3
NR_110796	chr18	21574178	TTC39C-AS1
NM_001243425	chr18	21594383	TTC39C
NM_012189	chr18	21718919	CABYR
NM_001308231	chr18	21718919	CABYR
NM_153770	chr18	21718919	CABYR
NM_001292030	chr18	21693316	TTC39C
NM_138644	chr18	21719447	CABYR
NM_138643	chr18	21718919	CABYR
NM_153769	chr18	21718919	CABYR
NM_153768	chr18	21718919	CABYR
NR_031724	chr18	21901649	MIR320C2
NM_001143828	chr18	22040592	HRH4
NM_021624	chr18	22040592	HRH4
NM_001160166	chr18	22040592	HRH4
NR_040033	chr18	22208145	LINC01915
NR_134604	chr18	22305744	LOC105372028
NM_001007559	chr18	23596216	SS18
NM_005637	chr18	23596216	SS18
NM_001308201	chr18	23596216	SS18
NR_110762	chr18	24002958	LINC01543
NR_107024	chr18	24171430	MIR8057
NR_024259	chr18	24267584	PCAT18
NM_001317387	chr18	24432001	AQP4
NM_001317384	chr18	24432001	AQP4
NM_001650	chr18	24432001	AQP4
NM_004028	chr18	24432001	AQP4
NR_134589	chr18	24916954	LOC105372038
NR_031684	chr18	27878875	MIR302F
NM_004949	chr18	28645939	DSC2
NM_024422	chr18	28645939	DSC2
NM_004948	chr18	28709213	DSC1
NM_024421	chr18	28709213	DSC1
NR_110789	chr18	28923330	DSG1-AS1
NM_001942	chr18	28898051	DSG1
NM_001944	chr18	29027731	DSG3
NR_045216	chr18	29122108	DSG2-AS1
NM_000371	chr18	29171729	TTR
NM_001034172	chr18	29339658	SLC25A52
NM_016271	chr18	29671817	RNF138
NM_001191324	chr18	29672568	RNF138
NM_198128	chr18	29672568	RNF138
NM_005925	chr18	29769986	MEP1B
NM_001308171	chr18	29769986	MEP1B
NR_003558	chr18	30091625	WBP11P1
NM_032981	chr18	32398301	DTNA
NM_032980	chr18	32398301	DTNA
NM_001198943	chr18	32397925	DTNA
NM_001198944	chr18	32398246	DTNA
NM_001198942	chr18	32398246	DTNA
NM_001135178	chr18	32820993	ZNF397
NM_032347	chr18	32820993	ZNF397
NM_001112734	chr18	32831021	ZSCAN30
NM_001166012	chr18	32831021	ZSCAN30
NM_001288711	chr18	32831021	ZSCAN30
NR_024566	chr18	32870235	ZNF271P
NR_024565	chr18	32870235	ZNF271P
NM_006965	chr18	32912171	ZNF24
NM_001322290	chr18	32946660	ZNF396
NM_001322286	chr18	32946660	ZNF396
NM_001322291	chr18	32953257	ZNF396
NM_145756	chr18	32946660	ZNF396
NM_001308123	chr18	32918846	ZNF24
NM_001308064	chr18	33048290	INO80C
NM_001098817	chr18	33048290	INO80C
NM_194281	chr18	33048290	INO80C
NM_020474	chr18	33234532	GALNT1
NR_039771	chr18	33171700	MIR3975
NR_029616	chr18	33484780	MIR187
NR_037497	chr18	33514050	MIR3929
NM_001303411	chr18	33569786	RPRD1A
NM_001303412	chr18	33569786	RPRD1A
NM_018170	chr18	33569786	RPRD1A
NM_001303413	chr18	33604851	RPRD1A
NM_012319	chr18	33688493	SLC39A6
NM_001099406	chr18	33690962	SLC39A6
NM_001242879	chr18	33709836	ELP2
NM_001324465	chr18	33709836	ELP2
NM_001324466	chr18	33709836	ELP2
NM_001324467	chr18	33709836	ELP2
NM_018255	chr18	33709836	ELP2
NR_136897	chr18	33709836	ELP2
NM_001324468	chr18	33709836	ELP2
NR_040110	chr18	33709836	ELP2
NM_001242875	chr18	33709836	ELP2
NM_001242876	chr18	33709836	ELP2
NR_134605	chr18	33759963	LOC101927809
NM_001242877	chr18	33709836	ELP2
NM_001242878	chr18	33709836	ELP2
NR_137173	chr18	33709836	ELP2
NR_136898	chr18	33709836	ELP2
NR_132982	chr18	34240351	LOC105372071
NM_015476	chr18	34374068	TPGS2
NM_001271956	chr18	34359987	TPGS2
NM_001271955	chr18	34366446	TPGS2
NM_001271954	chr18	34377980	TPGS2
NM_001271953	chr18	34366752	TPGS2
NM_001271952	chr18	34377980	TPGS2
NM_001271951	chr18	34366446	TPGS2
NM_001271950	chr18	34374068	TPGS2
NM_001271949	chr18	34374068	TPGS2
NM_001330572	chr18	34361870	TPGS2
NR_134585	chr18	34481907	LOC105372069
NR_134588	chr18	34854422	LOC105372068
NR_132967	chr18	35046301	SNORA111
NR_036202	chr18	35237097	MIR4318
NR_030628	chr18	37202086	MIR924
NR_049848	chr18	37256682	MIR5583-2
NR_049847	chr18	37256684	MIR5583-1
NR_110791	chr18	37646249	LINC01477
NR_002838	chr18	39060235	KC6
NM_020783	chr18	40847856	SYT4
NR_131768	chr18	42111743	LINC01601
NR_036203	chr18	42550046	MIR4319
NR_110899	chr18	43018148	SLC14A2-AS1
NM_001308278	chr18	43304087	SLC14A1
NM_001308279	chr18	43304087	SLC14A1
NM_001128588	chr18	43304091	SLC14A1
NM_001146036	chr18	43304091	SLC14A1
NM_015865	chr18	43304091	SLC14A1
NM_001146037	chr18	43306917	SLC14A1
NM_213602	chr18	43405544	SIGLEC15
NR_026978	chr18	43684297	HAUS1
NM_004046	chr18	43664109	ATP5A1
NM_138443	chr18	43684297	HAUS1
NM_001257334	chr18	43664109	ATP5A1
NM_001257335	chr18	43664109	ATP5A1
NM_001001937	chr18	43664109	ATP5A1
NM_001001935	chr18	43664109	ATP5A1
NR_046357	chr18	43914186	RNF165
NM_001173129	chr18	44056934	LOXHD1
NM_001308013	chr18	44056934	LOXHD1
NM_001145472	chr18	44056934	LOXHD1
NM_001145473	chr18	44057216	LOXHD1
NM_001242907	chr18	44542730	ELOA3D
NM_001242907	chr18	44548657	ELOA3D
NM_016427	chr18	44558942	ELOA2
NM_145653	chr18	44548657	TCEB3C
NM_145653	chr18	44554572	TCEB3C
NM_001100817	chr18	44542730	ELOA3B
NM_001100817	chr18	44548657	ELOA3B
NM_001100817	chr18	44554572	ELOA3B
NM_032124	chr18	44633780	HDHD2
NM_001318765	chr18	44633772	HDHD2
NM_001037802	chr18	44757493	SKOR2
NM_001278063	chr18	44738459	SKOR2
NR_039753	chr18	44906866	MIR4527
NM_005901	chr18	45359465	SMAD2
NM_001003652	chr18	45359465	SMAD2
NM_001135937	chr18	45359465	SMAD2
NR_039897	chr18	46196970	MIR4743
NM_001190823	chr18	46446222	SMAD7
NM_001190821	chr18	46446222	SMAD7
NM_001190822	chr18	46446222	SMAD7
NM_005904	chr18	46446222	SMAD7
NR_039898	chr18	46576056	MIR4744
NM_000985	chr18	47014850	RPL17
NM_001199356	chr18	47007547	RPL17-C18orf32
NR_031720	chr18	47013742	MIR1539
NM_001035005	chr18	47007547	C18orf32
NM_001199346	chr18	47007547	C18orf32
NR_003701	chr18	47015604	SNORD58C
NM_001199343	chr18	47014850	RPL17
NM_001199342	chr18	47014850	RPL17
NM_001199355	chr18	47007547	RPL17-C18orf32
NM_001199345	chr18	47014850	RPL17
NM_001199344	chr18	47014850	RPL17
NM_001199341	chr18	47014850	RPL17
NM_001199340	chr18	47014850	RPL17
NR_002572	chr18	47018033	SNORD58B
NR_002571	chr18	47017652	SNORD58A
NM_001035006	chr18	47014850	RPL17
NM_001308006	chr18	47088400	LIPG
NM_006033	chr18	47088400	LIPG
NR_003003	chr18	47340392	SCARNA17
NR_117096	chr18	47340392	SNHG22
NR_036204	chr18	47652868	MIR4320
NM_002384	chr18	47795215	MBD1
NM_001323951	chr18	47793251	MBD1
NM_001323949	chr18	47795215	MBD1
NM_001323954	chr18	47795215	MBD1
NM_001204142	chr18	47795215	MBD1
NM_001323953	chr18	47793251	MBD1
NM_001323952	chr18	47795215	MBD1
NM_145020	chr18	47753563	CFAP53
NM_001204137	chr18	47797411	MBD1
NM_001204136	chr18	47795215	MBD1
NM_015845	chr18	47795215	MBD1
NM_015844	chr18	47795215	MBD1
NM_001204139	chr18	47793251	MBD1
NM_015847	chr18	47795215	MBD1
NM_001323942	chr18	47795215	MBD1
NM_001323950	chr18	47795215	MBD1
NM_001323947	chr18	47795215	MBD1
NM_001204138	chr18	47797411	MBD1
NM_015846	chr18	47795215	MBD1
NM_014593	chr18	47808712	CXXC1
NM_001204143	chr18	47795215	MBD1
NM_001204141	chr18	47793251	MBD1
NM_001204140	chr18	47797411	MBD1
NM_001101654	chr18	47808712	CXXC1
NM_001204151	chr18	47795215	MBD1
NM_001039535	chr18	47901391	SKA1
NM_145060	chr18	47901391	SKA1
NM_031939	chr18	48321489	MRO
NM_001127176	chr18	48321489	MRO
NM_001127175	chr18	48321489	MRO
NM_001127174	chr18	48321489	MRO
NM_001168335	chr18	48405431	ME2
NM_002396	chr18	48405431	ME2
NM_005359	chr18	48556582	SMAD4
NM_016626	chr18	48700919	MEX3C
NR_040075	chr18	48918411	LINC01630
NR_130465	chr18	50763470	MIR4528
NR_110800	chr18	51105992	LINC01917
NM_015832	chr18	51729049	MBD2
NR_002970	chr18	51748653	SNORA37
NM_003927	chr18	51677970	MBD2
NM_007195	chr18	51795848	POLI
NM_139171	chr18	51851061	STARD6
NR_138549	chr18	51851061	STARD6
NM_001307955	chr18	52254989	DYNAP
NM_173629	chr18	52258389	DYNAP
NM_001143829	chr18	52568739	CCDC68
NM_025214	chr18	52568739	CCDC68
NR_110743	chr18	52773134	LINC01929
NR_132985	chr18	53119763	TCF4-AS1
NR_039754	chr18	53146451	MIR4529
NR_145453	chr18	53441831	LINC01415
NR_145454	chr18	53441831	LINC01415
NR_145452	chr18	53441831	LINC01415
NR_110755	chr18	53548918	LINC01416
NR_040025	chr18	53750586	LINC01539
NR_040026	chr18	53750586	LINC01539
NM_004786	chr18	54270052	TXNL1
NR_024546	chr18	54270052	TXNL1
NR_048536	chr18	54721803	LINC-ROR
NM_001257964	chr18	54814292	BOD1L2
NM_015879	chr18	55019720	ST8SIA3
NM_004852	chr18	55102916	ONECUT2
NM_004539	chr18	55267893	NARS
NM_000140	chr18	55212072	FECH
NM_001012515	chr18	55212072	FECH
NR_029667	chr18	56118305	MIR122
NR_039899	chr18	56118311	MIR3591
NR_132963	chr18	56267851	SNORA108
NM_001289967	chr18	56337240	LOC101927322
NR_024021	chr18	56702910	OACYLP
NM_033280	chr18	56807088	SEC11C
NM_001307941	chr18	56807088	SEC11C
NM_181654	chr18	56962635	CPLX4
NM_002091	chr18	56887399	GRP
NM_013435	chr18	56934266	RAX
NM_001012513	chr18	56887399	GRP
NM_001012512	chr18	56887399	GRP
NM_021127	chr18	57567191	PMAIP1
NM_005912	chr18	58038563	MC4R
NR_103449	chr18	59415408	LINC01544
NM_017742	chr18	60190657	ZCCHC2
NR_126534	chr18	60190657	ZCCHC2
NM_000657	chr18	60985186	BCL2
NM_002035	chr18	60994970	KDSR
NM_002639	chr18	61144143	SERPINB5
NM_002974	chr18	61304492	SERPINB4
NM_006919	chr18	61322430	SERPINB3
NM_012397	chr18	61254533	SERPINB13
NM_001307928	chr18	61223392	SERPINB12
NM_080474	chr18	61223392	SERPINB12
NM_001307923	chr18	61254533	SERPINB13
NM_175041	chr18	61304492	SERPINB4
NM_001348267	chr18	61254533	SERPINB13
NM_001348268	chr18	61254533	SERPINB13
NM_001348269	chr18	61254533	SERPINB13
NM_001348270	chr18	61254533	SERPINB13
NM_080475	chr18	61369537	SERPINB11
NM_001291278	chr18	61370192	SERPINB11
NM_001291279	chr18	61370192	SERPINB11
NM_001040147	chr18	61420280	SERPINB7
NM_001261831	chr18	61442608	SERPINB7
NM_003784	chr18	61442608	SERPINB7
NM_001261830	chr18	61445010	SERPINB7
NM_002575	chr18	61554938	SERPINB2
NM_001143818	chr18	61554938	SERPINB2
NM_005024	chr18	61575223	SERPINB10
NM_001276490	chr18	61637262	SERPINB8
NM_198833	chr18	61637262	SERPINB8
NM_002640	chr18	61637262	SERPINB8
NM_001123366	chr18	61616587	HMSD
NM_001031848	chr18	61637262	SERPINB8
NM_001348368	chr18	61637262	SERPINB8
NM_001348369	chr18	61637262	SERPINB8
NR_145571	chr18	61637262	SERPINB8
NM_001348367	chr18	61637262	SERPINB8
NM_001348370	chr18	61637262	SERPINB8
NR_027245	chr18	61747242	LINC00305
NR_033983	chr18	61880317	LINC01538
NR_049809	chr18	64748820	MIR5011
NM_032160	chr18	65173818	DSEL
NM_019022	chr18	66340924	TMX3
NR_134579	chr18	67137166	LOC105372179
NM_001303618	chr18	67530192	CD226
NM_001303619	chr18	67530192	CD226
NM_006566	chr18	67530192	CD226
NR_126336	chr18	68002674	LINC01909
NM_004232	chr18	67956136	SOCS6
NR_110764	chr18	68047375	LINC01910
NM_001278515	chr18	68297754	GTSCR1
NR_126324	chr18	69399851	LINC01899
NM_182511	chr18	70203914	CBLN2
NR_049858	chr18	70520555	MIR548AV
NR_134648	chr18	70535622	LOC100505797
NR_134647	chr18	70536274	LOC100505797
NR_038340	chr18	70992175	LOC100505817
NM_152676	chr18	71740587	FBXO15
NM_001142958	chr18	71740587	FBXO15
NM_014177	chr18	71815745	TIMM21
NM_001174123	chr18	71983109	C18orf63
NR_131977	chr18	72076682	LINC01922
NM_018235	chr18	72163499	CNDP2
NM_001168499	chr18	72166822	CNDP2
NM_001044369	chr18	72102962	FAM69C
NR_024484	chr18	72259009	LINC00909
NM_001306093	chr18	72907064	ZADH2
NM_005786	chr18	72922709	TSHZ1
NM_001308210	chr18	72923483	TSHZ1
NM_175907	chr18	72907064	ZADH2
NR_134646	chr18	73408037	LINC01898
NR_040034	chr18	73834952	LOC339298
NR_136504	chr18	74203607	LOC101927989
NR_015417	chr18	74240611	LINC00908
NM_001272093	chr18	74207476	C18orf65
NR_122073	chr18	74401985	LINC01879
NR_110784	chr18	74334737	LINC01927
NR_120419	chr18	74331733	LINC00683
NR_040024	chr18	74506687	LOC100131655
NR_104127	chr18	75683252	LINC01029
NM_171999	chr18	76740274	SALL3
NR_136643	chr18	77398927	LOC284241
NM_012283	chr18	77623667	KCNG2
NM_025078	chr18	77662419	PQLC1
NM_001146345	chr18	77662419	PQLC1
NM_001146343	chr18	77662419	PQLC1
NM_001305564	chr18	77732866	TXNL4A
NM_001303471	chr18	77732866	TXNL4A
NM_001171967	chr18	77794345	RBFA
NM_024805	chr18	77794345	RBFA
NR_131177	chr18	77732866	TXNL4A
NR_131176	chr18	77732866	TXNL4A
NR_131175	chr18	77732866	TXNL4A
NM_001305563	chr18	77732866	TXNL4A
NM_001305557	chr18	77732866	TXNL4A
NR_103445	chr18	77827255	RBFADN
NM_006701	chr18	77732866	TXNL4A
NM_014913	chr18	77866914	ADNP2
NR_028339	chr18	77905806	PARD6G-AS1
NR_028340	chr18	77905806	PARD6G-AS1
NM_001167870	chr19	41937222	ATP5SL
NR_135478	chr19	41937222	ATP5SL
NR_135477	chr19	41937222	ATP5SL
NM_024074	chr19	16771937	TMEM38A
NM_033103	chr19	33469497	RHPN2
NR_135476	chr19	41937222	ATP5SL
NM_030973	chr19	50321535	MED25
NM_001167868	chr19	41937222	ATP5SL
NM_001167867	chr19	41937222	ATP5SL
NM_198471	chr19	8387467	KANK3
NM_133502	chr19	58694355	ZNF274
NM_018035	chr19	41937222	ATP5SL
NM_001320841	chr19	41937222	ATP5SL
NM_001320840	chr19	41937222	ATP5SL
NM_001278734	chr19	58694355	ZNF274
NM_016325	chr19	58694355	ZNF274
NM_016324	chr19	58694355	ZNF274
NM_001167871	chr19	41937222	ATP5SL
NM_001167869	chr19	41937222	ATP5SL
NM_001320839	chr19	41938980	ATP5SL
NM_001320838	chr19	41937222	ATP5SL
NM_001320844	chr19	41938980	ATP5SL
NR_030765	chr19	41937222	ATP5SL
NM_002068	chr19	3136029	GNA15
NM_002850	chr19	5205518	PTPRS
NM_019112	chr19	1040101	ABCA7
NM_001031735	chr19	2096867	IZUMO4
NM_001039846	chr19	2096867	IZUMO4
NR_110670	chr19	3141573	LOC100996351
NM_133475	chr19	4183350	ANKRD24
NM_130855	chr19	5205518	PTPRS
NM_130854	chr19	5205518	PTPRS
NM_130853	chr19	5205518	PTPRS
NM_001172650	chr19	9434901	ZNF559-ZNF177
NM_001202406	chr19	9434447	ZNF559
NM_001202407	chr19	9434447	ZNF559
NM_001202408	chr19	9434447	ZNF559
NM_001202409	chr19	9434447	ZNF559
NM_001202410	chr19	9434447	ZNF559
NM_001202411	chr19	9434447	ZNF559
NM_032497	chr19	9434447	ZNF559
NM_001202412	chr19	9434901	ZNF559
NM_145045	chr19	11531271	CCDC151
NM_001302454	chr19	11531272	CCDC151
NM_001302453	chr19	11531272	CCDC151
NM_152601	chr19	12571997	ZNF709
NM_004146	chr19	14676889	NDUFB7
NM_007253	chr19	15726028	CYP4F8
NM_003331	chr19	10461203	TYK2
NM_001202425	chr19	9435370	ZNF559-ZNF177
NM_015321	chr19	18794424	CRTC1
NM_001098482	chr19	18794424	CRTC1
NM_001256650	chr19	21987750	ZNF43
NM_001099269	chr19	19903519	ZNF506
NM_001145404	chr19	19903519	ZNF506
NM_001256649	chr19	21987750	ZNF43
NM_001256648	chr19	21987750	ZNF43
NM_001256653	chr19	21987750	ZNF43
NM_001256651	chr19	21987750	ZNF43
NM_001320913	chr19	35645624	FXYD5
NM_001320912	chr19	35645624	FXYD5
NM_144779	chr19	35645671	FXYD5
NM_001039672	chr19	38794199	YIF1B
NR_028406	chr19	35645671	FXYD5
NM_152477	chr19	36672961	ZNF565
NM_001042474	chr19	36672961	ZNF565
NR_110718	chr19	37742786	LINC01535
NR_110719	chr19	37742786	LINC01535
NR_110720	chr19	37742786	LINC01535
NM_001303614	chr19	39833098	SAMD4B
NM_018028	chr19	39833098	SAMD4B
NM_001145463	chr19	38794199	YIF1B
NM_144685	chr19	40885177	HIPK4
NM_014164	chr19	35645624	FXYD5
NM_001145461	chr19	38794199	YIF1B
NM_001039673	chr19	38794199	YIF1B
NM_001164605	chr19	35645844	FXYD5
NM_001039671	chr19	38794199	YIF1B
NM_001145462	chr19	38794199	YIF1B
NR_073180	chr19	42901299	LIPE-AS1
NR_073179	chr19	42927906	LIPE-AS1
NM_174945	chr19	44037339	ZNF575
NM_001193268	chr19	46112657	EML2
NM_001193269	chr19	46112657	EML2
NR_034098	chr19	46112657	EML2
NM_014601	chr19	48216600	EHD2
NM_016457	chr19	47177572	PRKD2
NM_012155	chr19	46112657	EML2
NM_001079882	chr19	47177572	PRKD2
NM_001079881	chr19	47177572	PRKD2
NM_001079880	chr19	47177572	PRKD2
NM_001256080	chr19	51376688	KLK2
NM_005551	chr19	51376688	KLK2
NR_027382	chr19	55555691	RDH13
NM_001145971	chr19	55555691	RDH13
NR_003578	chr19	53471503	ZNF702P
NM_001002836	chr19	56598728	ZNF787
NM_001012729	chr19	57663093	DUXA
NR_027381	chr19	55555691	RDH13
NM_138412	chr19	55555691	RDH13
NR_045763	chr19	51376688	KLK2
NR_045762	chr19	51376688	KLK2
NM_001002231	chr19	51376688	KLK2
NM_194460	chr19	647525	RNF126
NM_032551	chr19	917341	KISS1R
NM_001319	chr19	1941160	CSNK1G2
NM_020695	chr19	1815244	REXO1
NM_032482	chr19	2164147	DOT1L
NM_052847	chr19	2511217	GNG7
NM_003260	chr19	2997635	TLE2
NM_001300846	chr19	2997635	TLE2
NM_001144762	chr19	2997635	TLE2
NM_001144761	chr19	2997635	TLE2
NM_001172673	chr19	3224701	CELF5
NM_001300849	chr19	3636598	PIP5K1C
NM_001317990	chr19	4043301	ZBTB7A
NR_033342	chr19	3225482	CELF5
NM_001245005	chr19	3359560	NFIC
NM_205843	chr19	3359560	NFIC
NM_001245002	chr19	3366564	NFIC
NM_001245004	chr19	3366564	NFIC
NM_005597	chr19	3366564	NFIC
NR_031672	chr19	3742815	MIR1268A
NM_002378	chr19	3777966	MATK
NM_015898	chr19	4043301	ZBTB7A
NM_021938	chr19	3224700	CELF5
NM_012398	chr19	3630178	PIP5K1C
NM_001195733	chr19	3630178	PIP5K1C
NM_139159	chr19	4675243	DPP9
NM_001164194	chr19	4838345	PLIN3
NM_025241	chr19	4445002	UBXN6
NM_005817	chr19	4838345	PLIN3
NM_015015	chr19	4969123	KDM4B
NM_001164189	chr19	4838345	PLIN3
NM_017720	chr19	4324039	STAP2
NM_001013841	chr19	4324039	STAP2
NM_000635	chr19	5993174	RFX2
NM_001201338	chr19	5623045	SAFB
NM_001201339	chr19	5623045	SAFB
NM_001201340	chr19	5623045	SAFB
NM_001320571	chr19	5623045	SAFB
NM_001320572	chr19	5623045	SAFB
NM_002967	chr19	5623045	SAFB
NM_152784	chr19	5720687	CATSPERD
NM_001193375	chr19	5891286	NDUFA11
NM_175614	chr19	5894680	NDUFA11
NR_034166	chr19	5894680	NDUFA11
NM_001289177	chr19	6135643	ACSBG2
NM_001289178	chr19	6135643	ACSBG2
NM_001289179	chr19	6135643	ACSBG2
NM_001289180	chr19	6135643	ACSBG2
NM_030924	chr19	6135643	ACSBG2
NM_134433	chr19	5993174	RFX2
NM_001321384	chr19	6135643	ACSBG2
NM_000208	chr19	7112265	INSR
NM_001258206	chr19	6772678	VAV1
NM_001258207	chr19	6772678	VAV1
NM_005428	chr19	6772678	VAV1
NM_001044387	chr19	7069470	ZNF557
NM_001044388	chr19	7069470	ZNF557
NM_024341	chr19	7069470	ZNF557
NM_003685	chr19	6413118	KHSRP
NM_000064	chr19	6677845	C3
NM_001079817	chr19	7112265	INSR
NM_001201359	chr19	8117645	CCL25
NM_001166112	chr19	7599127	PNPLA6
NM_001166113	chr19	7599635	PNPLA6
NM_015318	chr19	7459998	ARHGEF18
NM_001166111	chr19	7599590	PNPLA6
NM_006702	chr19	7599037	PNPLA6
NM_006351	chr19	7991602	TIMM44
NM_005624	chr19	8117645	CCL25
NM_001166114	chr19	7600588	PNPLA6
NM_001297418	chr19	8509711	HNRNPM
NM_001282352	chr19	8645123	ADAMTS10
NM_005968	chr19	8509802	HNRNPM
NM_024690	chr19	8959519	MUC16
NM_031203	chr19	8509802	HNRNPM
NM_030957	chr19	8645123	ADAMTS10
NM_002566	chr19	10222196	P2RY11
NM_015719	chr19	10070236	COL5A3
NM_001198690	chr19	10216898	PPAN-P2RY11
NM_001040664	chr19	10216898	PPAN-P2RY11
NM_001190716	chr19	10828728	DNM2
NM_020428	chr19	10736170	SLC44A2
NM_001145056	chr19	10713120	SLC44A2
NM_001128844	chr19	11071597	SMARCA4
NM_003072	chr19	11071597	SMARCA4
NM_001128849	chr19	11071807	SMARCA4
NM_001128845	chr19	11094827	SMARCA4
NM_001128846	chr19	11094827	SMARCA4
NM_001128847	chr19	11094827	SMARCA4
NM_001128848	chr19	11094827	SMARCA4
NM_199141	chr19	10982252	CARM1
NM_004945	chr19	10828728	DNM2
NM_001005361	chr19	10828728	DNM2
NM_001005362	chr19	10828728	DNM2
NM_001005360	chr19	10828728	DNM2
NM_032377	chr19	11663857	ELOF1
NR_028594	chr19	11784812	ZNF833P
NM_152357	chr19	11925106	ZNF440
NM_001271848	chr19	12035882	ZNF700
NM_144566	chr19	12035882	ZNF700
NM_052876	chr19	13229101	NACC1
NM_000068	chr19	13317255	CACNA1A
NM_020714	chr19	12686919	ZNF490
NM_023035	chr19	13317255	CACNA1A
NM_024038	chr19	12841453	C19orf43
NM_002501	chr19	13106583	NFIX
NM_001174080	chr19	13317255	CACNA1A
